unit_id,status,unit_action,unit_remove_candidate,gate_A,gate_B,gate_C,gate_D,gate_E,evidence_refs,gap_or_conflict,recommended_change,destination
.octon/cognition/practices/methodology/migrations/ci-gates.md::Implementation Options (Non-Prescriptive),Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/migrations/ci-gates.md:58 Implementation Options (Non-Prescriptive),none,none,
.octon/cognition/practices/methodology/migrations/ci-gates.md::Purpose,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/migrations/ci-gates.md:18 Purpose,none,none,
.octon/cognition/practices/methodology/migrations/ci-gates.md::Required Gates (MUST),Partially Aligned,remediate,false,false,true,false,false,false,.octon/cognition/practices/methodology/migrations/ci-gates.md:22 Required Gates (MUST),migrations/ci-gates.md:53 wildcard output pattern can match non-bundle files,tighten pattern to deterministic date-prefixed evidence bundles only,
.octon/cognition/practices/methodology/migrations/ci-gates.md::Required Repository Artifact,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/migrations/ci-gates.md:65 Required Repository Artifact,none,none,
.octon/cognition/practices/methodology/migrations/doctrine.md::0) Terms,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/migrations/doctrine.md:18 0) Terms,none,none,
.octon/cognition/practices/methodology/migrations/doctrine.md::1) Primary Rule,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/migrations/doctrine.md:27 1) Primary Rule,none,none,
.octon/cognition/practices/methodology/migrations/doctrine.md::2) Release-Maturity Gate (MUST),Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/migrations/doctrine.md:36 2) Release-Maturity Gate (MUST),none,none,
.octon/cognition/practices/methodology/migrations/doctrine.md::3) Selection Method (MUST),Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/migrations/doctrine.md:45 3) Selection Method (MUST),none,none,
.octon/cognition/practices/methodology/migrations/doctrine.md::4) Execution Constraints (MUST),Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/migrations/doctrine.md:73 4) Execution Constraints (MUST),none,none,
.octon/cognition/practices/methodology/migrations/doctrine.md::5) Required Verification (MUST),Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/migrations/doctrine.md:90 5) Required Verification (MUST),none,none,
.octon/cognition/practices/methodology/migrations/doctrine.md::6) Merge Rule (MUST),Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/migrations/doctrine.md:99 6) Merge Rule (MUST),none,none,
.octon/cognition/practices/methodology/migrations/doctrine.md::7) Exception Policy,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/migrations/doctrine.md:107 7) Exception Policy,none,none,
.octon/cognition/practices/methodology/migrations/exceptions.md::Default,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/migrations/exceptions.md:18 Default,none,none,
.octon/cognition/practices/methodology/migrations/exceptions.md::Exception Requirements (MUST),Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/migrations/exceptions.md:30 Exception Requirements (MUST),none,none,
.octon/cognition/practices/methodology/migrations/exceptions.md::Strong Preference,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/migrations/exceptions.md:51 Strong Preference,none,none,
.octon/cognition/practices/methodology/migrations/exceptions.md::Transitional Exception Note (Pre-1.0),Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/migrations/exceptions.md:42 Transitional Exception Note (Pre-1.0),none,none,
.octon/cognition/practices/methodology/migrations/exceptions.md::What Qualifies,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/migrations/exceptions.md:22 What Qualifies,none,none,
.octon/cognition/practices/methodology/migrations/index.yml::files,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/migrations/index.yml:5 files,none,none,
.octon/cognition/practices/methodology/migrations/index.yml::schema_version,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/migrations/index.yml:4 schema_version,none,none,
.octon/cognition/practices/methodology/migrations/invariants.md::Allowed Patterns (MAY),Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/migrations/invariants.md:42 Allowed Patterns (MAY),none,none,
.octon/cognition/practices/methodology/migrations/invariants.md::Enforcement Artifacts (Concrete),Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/migrations/invariants.md:31 Enforcement Artifacts (Concrete),none,none,
.octon/cognition/practices/methodology/migrations/invariants.md::Invariants (MUST),Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/migrations/invariants.md:20 Invariants (MUST),none,none,
.octon/cognition/practices/methodology/migrations/legacy-banlist.md::Banned Config Keys or Env Vars,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/migrations/legacy-banlist.md:153 Banned Config Keys or Env Vars,none,none,
.octon/cognition/practices/methodology/migrations/legacy-banlist.md::Banned Identifiers,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/migrations/legacy-banlist.md:20 Banned Identifiers,none,none,
.octon/cognition/practices/methodology/migrations/legacy-banlist.md::Banned Paths,Partially Aligned,remediate,false,false,true,false,false,false,.octon/cognition/practices/methodology/migrations/legacy-banlist.md:87 Banned Paths,migrations/legacy-banlist.md:149 replacement path appears stale vs orchestration/workflows/manifest.yml:220,update replacement path token,
.octon/cognition/practices/methodology/performance-and-scalability.md::CI Pass/Fail Criteria,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/performance-and-scalability.md:27 CI Pass/Fail Criteria,none,none,
.octon/cognition/practices/methodology/performance-and-scalability.md::Cost-Performance Correlation,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/performance-and-scalability.md:40 Cost-Performance Correlation,none,none,
.octon/cognition/practices/methodology/performance-and-scalability.md::Default Budgets (Normative),Partially Aligned,move_or_merge,false,true,true,false,false,false,.octon/cognition/practices/methodology/performance-and-scalability.md:20 Default Budgets (Normative),performance-and-scalability.md:20 shared SLO defaults duplicated in reliability/sandbox docs,keep perf-specific budgets; merge shared SLO defaults into reliability canonical section,.octon/cognition/practices/methodology/reliability-and-ops.md
.octon/cognition/practices/methodology/performance-and-scalability.md::Default Budgets block,Partially Aligned,move_or_merge,false,true,true,false,false,false,performance-and-scalability.md:20 default budgets,performance-and-scalability.md:20 duplicated SLO constants,consolidate shared SLO constants in reliability-and-ops,.octon/cognition/practices/methodology/reliability-and-ops.md
.octon/cognition/practices/methodology/performance-and-scalability.md::Operational Guidance,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/performance-and-scalability.md:33 Operational Guidance,none,none,
.octon/cognition/practices/methodology/reliability-and-ops.md::Incident Severity (Summary),Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/reliability-and-ops.md:46 Incident Severity (Summary),none,none,
.octon/cognition/practices/methodology/reliability-and-ops.md::On-call and Incident Handling,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/reliability-and-ops.md:36 On-call and Incident Handling,none,none,
.octon/cognition/practices/methodology/reliability-and-ops.md::Postmortem Minimum Sections,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/reliability-and-ops.md:54 Postmortem Minimum Sections,none,none,
.octon/cognition/practices/methodology/reliability-and-ops.md::Release Hygiene Defaults,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/reliability-and-ops.md:30 Release Hygiene Defaults,none,none,
".octon/cognition/practices/methodology/reliability-and-ops.md::SLIs, SLOs, and Error Budgets",Aligned,keep,false,false,false,false,false,false,".octon/cognition/practices/methodology/reliability-and-ops.md:20 SLIs, SLOs, and Error Budgets",none,none,
.octon/cognition/practices/methodology/risk-tiers.md::Integration with Workflows,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/risk-tiers.md:981 Integration with Workflows,none,none,
.octon/cognition/practices/methodology/risk-tiers.md::Overriding Tiers,Partially Aligned,remediate,false,true,false,false,false,false,.octon/cognition/practices/methodology/risk-tiers.md:947 Overriding Tiers,risk-tiers.md:947 downgrade rules do not require explicit override evidence link,require explicit override artifact reference for T3 downgrades,
.octon/cognition/practices/methodology/risk-tiers.md::Overview,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/risk-tiers.md:24 Overview,none,none,
.octon/cognition/practices/methodology/risk-tiers.md::Pillar Alignment by Tier,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/risk-tiers.md:61 Pillar Alignment by Tier,none,none,
.octon/cognition/practices/methodology/risk-tiers.md::Risk Tier and Profile Governance Crosswalk,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/risk-tiers.md:40 Risk Tier and Profile Governance Crosswalk,none,none,
.octon/cognition/practices/methodology/risk-tiers.md::T1 Summary: <Title>,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/risk-tiers.md:214 T1 Summary: <Title>,none,none,
.octon/cognition/practices/methodology/risk-tiers.md::T2 Summary: <Title>,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/risk-tiers.md:414 T2 Summary: <Title>,none,none,
.octon/cognition/practices/methodology/risk-tiers.md::T3 Summary: <Title>,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/risk-tiers.md:848 T3 Summary: <Title>,none,none,
.octon/cognition/practices/methodology/risk-tiers.md::Tier 1 inline template block,Partially Aligned,move_or_merge,false,true,true,false,false,false,risk-tiers.md:159 T1 inline template,risk-tiers.md:159 inline template duplication,summarize-and-link to template YAML,.octon/cognition/practices/methodology/templates/spec-tier1.yaml
.octon/cognition/practices/methodology/risk-tiers.md::Tier 1: Trivial Changes,Partially Aligned,remediate,false,true,true,false,false,false,.octon/cognition/practices/methodology/risk-tiers.md:86 Tier 1: Trivial Changes,risk-tiers.md:159 inline template duplicates canonical template YAML,summarize and link to template file,.octon/cognition/practices/methodology/templates/spec-tier1.yaml
.octon/cognition/practices/methodology/risk-tiers.md::Tier 2 inline template block,Partially Aligned,move_or_merge,false,true,true,false,false,false,risk-tiers.md:282 T2 inline template,risk-tiers.md:282 inline template duplication,summarize-and-link to template YAML,.octon/cognition/practices/methodology/templates/spec-tier2.yaml
.octon/cognition/practices/methodology/risk-tiers.md::Tier 2: Standard Changes,Partially Aligned,remediate,false,true,true,false,false,false,.octon/cognition/practices/methodology/risk-tiers.md:226 Tier 2: Standard Changes,risk-tiers.md:282 inline template duplicates canonical template YAML,summarize and link to template file,.octon/cognition/practices/methodology/templates/spec-tier2.yaml
.octon/cognition/practices/methodology/risk-tiers.md::Tier 3 inline template block,Partially Aligned,move_or_merge,false,true,true,false,false,false,risk-tiers.md:505 T3 inline template,risk-tiers.md:505 inline template duplication,summarize-and-link to template YAML,.octon/cognition/practices/methodology/templates/spec-tier3.yaml
.octon/cognition/practices/methodology/risk-tiers.md::Tier 3: Elevated Changes,Partially Aligned,remediate,false,true,true,false,false,false,.octon/cognition/practices/methodology/risk-tiers.md:434 Tier 3: Elevated Changes,risk-tiers.md:505 inline template duplicates canonical template YAML,summarize and link to template file,.octon/cognition/practices/methodology/templates/spec-tier3.yaml
.octon/cognition/practices/methodology/risk-tiers.md::Tier Assignment Algorithm,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/risk-tiers.md:941 Tier Assignment Algorithm,none,none,
.octon/cognition/practices/methodology/risk-tiers.md::Tier Comparison Reference,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/risk-tiers.md:895 Tier Comparison Reference,none,none,
.octon/cognition/practices/methodology/sandbox-flow.md::Baseline Defaults,Partially Aligned,move_or_merge,false,true,true,false,false,false,.octon/cognition/practices/methodology/sandbox-flow.md:36 Baseline Defaults,sandbox-flow.md:36 repeated thresholds duplicate reliability/performance defaults,replace hardcoded thresholds with references,.octon/cognition/practices/methodology/reliability-and-ops.md
.octon/cognition/practices/methodology/sandbox-flow.md::Baseline Defaults block,Partially Aligned,move_or_merge,false,true,true,false,false,false,sandbox-flow.md:36 baseline defaults,sandbox-flow.md:36 duplicated threshold constants,replace constants with canonical references,.octon/cognition/practices/methodology/reliability-and-ops.md
.octon/cognition/practices/methodology/sandbox-flow.md::Knowledge Plane Recording,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/sandbox-flow.md:63 Knowledge Plane Recording,none,none,
.octon/cognition/practices/methodology/sandbox-flow.md::Lifecycle (Sandbox View),Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/sandbox-flow.md:46 Lifecycle (Sandbox View),none,none,
.octon/cognition/practices/methodology/sandbox-flow.md::Required References,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/sandbox-flow.md:20 Required References,none,none,
.octon/cognition/practices/methodology/sandbox-flow.md::Responsibilities,Partially Aligned,remediate,false,true,false,false,false,false,.octon/cognition/practices/methodology/sandbox-flow.md:57 Responsibilities,sandbox-flow.md:57 wording can be read as authority conflict with ACP outcome rule,align wording to authority-crosswalk sentence,
.octon/cognition/practices/methodology/security-baseline.md::OWASP ASVS and NIST SSDF Alignment,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/security-baseline.md:20 OWASP ASVS and NIST SSDF Alignment,none,none,
.octon/cognition/practices/methodology/security-baseline.md::Privacy and Accessibility Addendum,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/security-baseline.md:44 Privacy and Accessibility Addendum,none,none,
.octon/cognition/practices/methodology/security-baseline.md::Required Security/Quality Checks,Partially Aligned,remediate,false,true,false,false,false,false,.octon/cognition/practices/methodology/security-baseline.md:25 Required Security/Quality Checks,security-baseline.md:27 blends security severity and non-security perf checks,split ownership and explicitly bind tiered severity thresholds,
".octon/cognition/practices/methodology/security-baseline.md::Secrets, Headers, and Provenance",Aligned,keep,false,false,false,false,false,false,".octon/cognition/practices/methodology/security-baseline.md:38 Secrets, Headers, and Provenance",none,none,
.octon/cognition/practices/methodology/spec-first-planning.md::AI-Assisted Workflow Details,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/spec-first-planning.md:140 AI-Assisted Workflow Details,none,none,
.octon/cognition/practices/methodology/spec-first-planning.md::Legacy: SpecKit One-Pager Template,Partially Aligned,move_or_merge,false,true,true,false,false,false,.octon/cognition/practices/methodology/spec-first-planning.md:340 Legacy: SpecKit One-Pager Template,spec-first-planning.md:340 legacy template retained in active doc,move to archive with non-normative marker,.octon/cognition/practices/methodology/archive/spec-one-pager-legacy.md
.octon/cognition/practices/methodology/spec-first-planning.md::Spec Templates by Tier,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/spec-first-planning.md:202 Spec Templates by Tier,none,none,
.octon/cognition/practices/methodology/spec-first-planning.md::Spec-First Planning Workflow,Partially Aligned,remediate,false,true,false,false,false,false,.octon/cognition/practices/methodology/spec-first-planning.md:55 Spec-First Planning Workflow,spec-first-planning.md:132 provider-specific promote command in core flow,provider-neutral command placeholder,
.octon/cognition/practices/methodology/spec-first-planning.md::Tiered Spec System,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/spec-first-planning.md:24 Tiered Spec System,none,none,
.octon/cognition/practices/methodology/templates/README.md::Common Fields (All Tiers) checklist,Partially Aligned,remediate,false,true,true,false,false,false,templates/README.md:74 common fields checklist,templates/README.md:74 claims _review for all tiers but spec-tier3 uses oversight_touchpoints,align common-field wording with canonical tier3 structure,
.octon/cognition/practices/methodology/templates/README.md::Human Review Requirements,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/templates/README.md:128 Human Review Requirements,none,none,
.octon/cognition/practices/methodology/templates/README.md::Machine Discovery,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/templates/README.md:20 Machine Discovery,none,none,
.octon/cognition/practices/methodology/templates/README.md::Related Documentation,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/templates/README.md:136 Related Documentation,none,none,
.octon/cognition/practices/methodology/templates/README.md::Template Selection,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/templates/README.md:24 Template Selection,none,none,
.octon/cognition/practices/methodology/templates/README.md::Template Structure,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/templates/README.md:64 Template Structure,none,none,
.octon/cognition/practices/methodology/templates/README.md::Tier-Specific Fields table,Partially Aligned,remediate,false,true,true,false,false,false,templates/README.md:84 tier field table,templates/README.md:84 threat_analysis label diverges from spec-tier3.yaml:324 threat_model,rename field label or document explicit alias,
.octon/cognition/practices/methodology/templates/README.md::Usage,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/templates/README.md:32 Usage,none,none,
.octon/cognition/practices/methodology/templates/README.md::Validation Rules,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/templates/README.md:92 Validation Rules,none,none,
.octon/cognition/practices/methodology/templates/index.yml::files,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/templates/index.yml:5 files,none,none,
.octon/cognition/practices/methodology/templates/index.yml::schema_version,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/templates/index.yml:4 schema_version,none,none,
.octon/cognition/practices/methodology/templates/spec-tier1.yaml::_metadata,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/templates/spec-tier1.yaml:147 _metadata,none,none,
.octon/cognition/practices/methodology/templates/spec-tier1.yaml::_review,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/templates/spec-tier1.yaml:174 _review,none,none,
.octon/cognition/practices/methodology/templates/spec-tier1.yaml::_schema_version,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/templates/spec-tier1.yaml:13 _schema_version,none,none,
.octon/cognition/practices/methodology/templates/spec-tier1.yaml::_template,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/templates/spec-tier1.yaml:14 _template,none,none,
.octon/cognition/practices/methodology/templates/spec-tier1.yaml::governance,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/templates/spec-tier1.yaml:29 governance,none,none,
.octon/cognition/practices/methodology/templates/spec-tier1.yaml::intent,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/templates/spec-tier1.yaml:65 intent,none,none,
.octon/cognition/practices/methodology/templates/spec-tier1.yaml::notes,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/templates/spec-tier1.yaml:140 notes,none,none,
.octon/cognition/practices/methodology/templates/spec-tier1.yaml::related,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/templates/spec-tier1.yaml:132 related,none,none,
.octon/cognition/practices/methodology/templates/spec-tier1.yaml::risk_assessment,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/templates/spec-tier1.yaml:91 risk_assessment,none,none,
.octon/cognition/practices/methodology/templates/spec-tier1.yaml::scope,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/templates/spec-tier1.yaml:73 scope,none,none,
.octon/cognition/practices/methodology/templates/spec-tier1.yaml::tier,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/templates/spec-tier1.yaml:20 tier,none,none,
.octon/cognition/practices/methodology/templates/spec-tier1.yaml::title,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/templates/spec-tier1.yaml:22 title,none,none,
.octon/cognition/practices/methodology/templates/spec-tier1.yaml::verification,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/templates/spec-tier1.yaml:114 verification,none,none,
.octon/cognition/practices/methodology/templates/spec-tier2.yaml::_metadata,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/templates/spec-tier2.yaml:355 _metadata,none,none,
.octon/cognition/practices/methodology/templates/spec-tier2.yaml::_review,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/templates/spec-tier2.yaml:372 _review,none,none,
.octon/cognition/practices/methodology/templates/spec-tier2.yaml::_schema_version,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/templates/spec-tier2.yaml:14 _schema_version,none,none,
.octon/cognition/practices/methodology/templates/spec-tier2.yaml::_template,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/templates/spec-tier2.yaml:15 _template,none,none,
.octon/cognition/practices/methodology/templates/spec-tier2.yaml::contracts,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/templates/spec-tier2.yaml:164 contracts,none,none,
.octon/cognition/practices/methodology/templates/spec-tier2.yaml::convivial_impact,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/templates/spec-tier2.yaml:140 convivial_impact,none,none,
.octon/cognition/practices/methodology/templates/spec-tier2.yaml::created,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/templates/spec-tier2.yaml:66 created,none,none,
.octon/cognition/practices/methodology/templates/spec-tier2.yaml::governance,Partially Aligned,remediate,false,true,false,false,false,false,.octon/cognition/practices/methodology/templates/spec-tier2.yaml:30 governance,spec-tier2.yaml:30 governance block lacks explicit conditional blocks for full governance-impacting receipt set,add conditional blocks for implementation_plan impact_map compliance_receipt exceptions_escalations,
.octon/cognition/practices/methodology/templates/spec-tier2.yaml::observability,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/templates/spec-tier2.yaml:324 observability,none,none,
.octon/cognition/practices/methodology/templates/spec-tier2.yaml::owner,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/templates/spec-tier2.yaml:69 owner,none,none,
.octon/cognition/practices/methodology/templates/spec-tier2.yaml::problem,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/templates/spec-tier2.yaml:75 problem,none,none,
.octon/cognition/practices/methodology/templates/spec-tier2.yaml::rollout,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/templates/spec-tier2.yaml:295 rollout,none,none,
.octon/cognition/practices/methodology/templates/spec-tier2.yaml::scope,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/templates/spec-tier2.yaml:101 scope,none,none,
.octon/cognition/practices/methodology/templates/spec-tier2.yaml::solution,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/templates/spec-tier2.yaml:88 solution,none,none,
.octon/cognition/practices/methodology/templates/spec-tier2.yaml::testing,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/templates/spec-tier2.yaml:262 testing,none,none,
.octon/cognition/practices/methodology/templates/spec-tier2.yaml::threat_analysis,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/templates/spec-tier2.yaml:214 threat_analysis,none,none,
.octon/cognition/practices/methodology/templates/spec-tier2.yaml::tier,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/templates/spec-tier2.yaml:21 tier,none,none,
.octon/cognition/practices/methodology/templates/spec-tier2.yaml::title,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/templates/spec-tier2.yaml:23 title,none,none,
.octon/cognition/practices/methodology/templates/spec-tier3.yaml::_metadata,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/templates/spec-tier3.yaml:800 _metadata,none,none,
.octon/cognition/practices/methodology/templates/spec-tier3.yaml::_schema_version,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/templates/spec-tier3.yaml:15 _schema_version,none,none,
.octon/cognition/practices/methodology/templates/spec-tier3.yaml::_template,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/templates/spec-tier3.yaml:16 _template,none,none,
.octon/cognition/practices/methodology/templates/spec-tier3.yaml::adr,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/templates/spec-tier3.yaml:823 adr,none,none,
.octon/cognition/practices/methodology/templates/spec-tier3.yaml::classification_reason,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/templates/spec-tier3.yaml:77 classification_reason,none,none,
.octon/cognition/practices/methodology/templates/spec-tier3.yaml::contracts,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/templates/spec-tier3.yaml:265 contracts,none,none,
.octon/cognition/practices/methodology/templates/spec-tier3.yaml::convivial_impact,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/templates/spec-tier3.yaml:200 convivial_impact,none,none,
.octon/cognition/practices/methodology/templates/spec-tier3.yaml::created,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/templates/spec-tier3.yaml:67 created,none,none,
.octon/cognition/practices/methodology/templates/spec-tier3.yaml::data_classification,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/templates/spec-tier3.yaml:224 data_classification,none,none,
.octon/cognition/practices/methodology/templates/spec-tier3.yaml::governance,Partially Aligned,remediate,false,true,false,false,false,false,.octon/cognition/practices/methodology/templates/spec-tier3.yaml:31 governance,spec-tier3.yaml:31 same explicit-governance-section gap,add conditional blocks and align naming with templates README,
.octon/cognition/practices/methodology/templates/spec-tier3.yaml::migration,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/templates/spec-tier3.yaml:540 migration,none,none,
.octon/cognition/practices/methodology/templates/spec-tier3.yaml::navigator,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/templates/spec-tier3.yaml:73 navigator,none,none,
.octon/cognition/practices/methodology/templates/spec-tier3.yaml::observability,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/templates/spec-tier3.yaml:675 observability,none,none,
.octon/cognition/practices/methodology/templates/spec-tier3.yaml::oversight_touchpoints,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/templates/spec-tier3.yaml:738 oversight_touchpoints,none,none,
.octon/cognition/practices/methodology/templates/spec-tier3.yaml::owner,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/templates/spec-tier3.yaml:70 owner,none,none,
.octon/cognition/practices/methodology/templates/spec-tier3.yaml::problem,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/templates/spec-tier3.yaml:84 problem,none,none,
.octon/cognition/practices/methodology/templates/spec-tier3.yaml::rollout,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/templates/spec-tier3.yaml:598 rollout,none,none,
.octon/cognition/practices/methodology/templates/spec-tier3.yaml::scope,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/templates/spec-tier3.yaml:142 scope,none,none,
.octon/cognition/practices/methodology/templates/spec-tier3.yaml::slo_implications,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/templates/spec-tier3.yaml:723 slo_implications,none,none,
.octon/cognition/practices/methodology/templates/spec-tier3.yaml::solution,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/templates/spec-tier3.yaml:114 solution,none,none,
.octon/cognition/practices/methodology/templates/spec-tier3.yaml::testing,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/templates/spec-tier3.yaml:466 testing,none,none,
.octon/cognition/practices/methodology/templates/spec-tier3.yaml::threat_model,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/templates/spec-tier3.yaml:324 threat_model,none,none,
.octon/cognition/practices/methodology/templates/spec-tier3.yaml::tier,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/templates/spec-tier3.yaml:22 tier,none,none,
.octon/cognition/practices/methodology/templates/spec-tier3.yaml::title,Aligned,keep,false,false,false,false,false,false,.octon/cognition/practices/methodology/templates/spec-tier3.yaml:24 title,none,none,
